r,theta,n,s,psi,eigenvalue
0.25,6.026728764029398,0.0,0.0,0.23421625098481214,1.5318096764997318
0.25,6.154957035604492,0.0,0.0,0.22945942843884604,1.5318096764997318
0.25,6.283185307179586,0.0,0.0,0.2261826737592887,1.5318096764997318
0.3,0.0,0.0,0.0,0.22711724761655144,1.5318096764997318
0.3,0.1282282715750936,0.0,0.0,0.2290047901726089,1.5318096764997318
0.3,0.2564565431501872,0.0,0.0,0.21720266709911357,1.5318096764997318
0.3,0.38468481472528077,0.0,0.0,0.23660546532438212,1.5318096764997318
0.3,0.5129130863003744,0.0,0.0,0.2368347743584842,1.5318096764997318
0.3,0.6411413578754679,0.0,0.0,0.23665784372907428,1.5318096764997318
0.3,0.7693696294505615,0.0,0.0,0.2244864825450201,1.5318096764997318
0.3,0.8975979010256552,0.0,0.0,0.24461180732382362,1.5318096764997318
0.3,1.0258261726007487,0.0,0.0,0.2305462596775073,1.5318096764997318
0.3,1.1540544441758422,0.0,0.0,0.23020578099878158,1.5318096764997318
0.3,1.2822827157509358,0.0,0.0,0.22972525327520515,1.5318096764997318
0.3,1.4105109873260295,0.0,0.0,0.22476078941111033,1.5318096764997318
0.3,1.538739258901123,0.0,0.0,0.24286306982972028,1.5318096764997318
0.3,1.6669675304762166,0.0,0.0,0.22673771852549868,1.5318096764997318
0.3,1.7951958020513104,0.0,0.0,0.24576900746517794,1.5318096764997318
0.3,1.9234240736264039,0.0,0.0,0.23566991493388523,1.5318096764997318
0.3,2.0516523452014974,0.0,0.0,0.2511826635555444,1.5318096764997318
0.3,2.179880616776591,0.0,0.0,0.2156221454376869,1.5318096764997318
0.3,2.3081088883516845,0.0,0.0,0.24463987568189557,1.5318096764997318
0.3,2.436337159926778,0.0,0.0,0.245537489218085,1.5318096764997318
0.3,2.5645654315018716,0.0,0.0,0.2279754908131424,1.5318096764997318
0.3,2.6927937030769655,0.0,0.0,0.21680760581831982,1.5318096764997318
0.3,2.821021974652059,0.0,0.0,0.2348586396689844,1.5318096764997318
0.3,2.9492502462271526,0.0,0.0,0.23151540728184739,1.5318096764997318
0.3,3.077478517802246,0.0,0.0,0.22461864113232985,1.5318096764997318
0.3,3.2057067893773397,0.0,0.0,0.23396002900964333,1.5318096764997318
0.3,3.333935060952433,0.0,0.0,0.22781385995345618,1.5318096764997318
0.3,3.4621633325275267,0.0,0.0,0.22398216635526524,1.5318096764997318
0.3,3.5903916041026207,0.0,0.0,0.23666084789883882,1.5318096764997318
0.3,3.7186198756777142,0.0,0.0,0.24236720395802674,1.5318096764997318
0.3,3.8468481472528078,0.0,0.0,0.22901526514397483,1.5318096764997318
0.3,3.9750764188279013,0.0,0.0,0.22816901183617674,1.5318096764997318
0.3,4.103304690402995,0.0,0.0,0.235383569176699,1.5318096764997318
0.3,4.231532961978089,0.0,0.0,0.2338042579168676,1.5318096764997318
0.3,4.359761233553182,0.0,0.0,0.2191050687006529,1.5318096764997318
0.3,4.487989505128276,0.0,0.0,0.23141932841236854,1.5318096764997318
0.3,4.616217776703369,0.0,0.0,0.24149411184044078,1.5318096764997318
0.3,4.744446048278463,0.0,0.0,0.2227774258377656,1.5318096764997318
0.3,4.872674319853556,0.0,0.0,0.22236298417135192,1.5318096764997318
0.3,5.00090259142865,0.0,0.0,0.21837126706872606,1.5318096764997318
0.3,5.129130863003743,0.0,0.0,0.2384244382811324,1.5318096764997318
0.3,5.257359134578837,0.0,0.0,0.2312207499742289,1.5318096764997318
0.3,5.385587406153931,0.0,0.0,0.21708199462829925,1.5318096764997318
0.3,5.513815677729024,0.0,0.0,0.22810032952728082,1.5318096764997318
0.3,5.642043949304118,0.0,0.0,0.24013565210900253,1.5318096764997318
0.3,5.770272220879211,0.0,0.0,0.22840646724817368,1.5318096764997318
0.3,5.898500492454305,0.0,0.0,0.2187482333846474,1.5318096764997318
0.3,6.026728764029398,0.0,0.0,0.23255630133835178,1.5318096764997318
0.3,6.154957035604492,0.0,0.0,0.22413489848546825,1.5318096764997318
0.3,6.283185307179586,0.0,0.0,0.22705555900647795,1.5318096764997318
0.35,0.0,0.0,0.0,0.22417886482226956,1.5318096764997318
0.35,0.1282282715750936,0.0,0.0,0.24000610452295706,1.5318096764997318
0.35,0.2564565431501872,0.0,0.0,0.23329982278996395,1.5318096764997318
0.35,0.38468481472528077,0.0,0.0,0.22469119089373374,1.5318096764997318
